State_UT,Year,Rape_I,Rape_V,Rape_R,Attempt_to_Commit_Rape_I,Attempt_to_Commit_Rape_V,Attempt_to_Commit_Rape_R,Dowry_Deaths_I,Dowry_Deaths_V,Dowry_Deaths_R,Assault_on_Women_Modesty_I,Assault_on_Women_Modesty_V,Assault_on_Women_Modesty_R,Sexual_Harassment_I,Sexual_Harassment_V,Sexual_Harassment_R,Stalking_I,Stalking_V,Stalking_R,Voyeurism_I,Voyeurism_V,Voyeurism_R,Disrobe_Sec354B_I,Disrobe_Sec354B_V,Disrobe_Sec354B_R,Kidnapping_Abduction_Women_I,Kidnapping_Abduction_Women_V,Kidnapping_Abduction_Women_R,Human_Trafficking_I,Human_Trafficking_V,Human_Trafficking_R,Cruelty_by_Husband_Relatives_I,Cruelty_by_Husband_Relatives_V,Cruelty_by_Husband_Relatives_R,Insult_to_Modesty_Sec509_I,Insult_to_Modesty_Sec509_V,Insult_to_Modesty_Sec509_R
Karnataka,2019,505.0,508.0,1.5533681944017224,12.0,12.0,0.03691171947093202,194.0,203.0,0.5967394647800677,4937.0,5261.0,15.2,559.0,569.0,1.7194709320209165,178.0,188.0,0.5475238388188249,33.0,33.0,0.10150722854506306,954.0,1069.0,2.9344816979390953,55.0,55.0,0.16917871424177175,32.0,176.0,0.0,2472.0,2503.0,7.603814211011996,107.0,290.0,0.3291294986158105
Kerala,2019,2023.0,2044.0,11.059479553903346,51.0,61.0,0.2788104089219331,8.0,8.0,0.04373496610540127,4507.0,4738.0,24.6,898.0,915.0,4.909249945331292,302.0,303.0,1.650994970478898,107.0,109.0,0.584955171659742,166.0,171.0,0.9075005466870764,38.0,39.0,0.20774108900065605,140.0,184.0,0.4,2970.0,3039.0,16.23660616663022,435.0,443.0,2.378088781981194
Madhya Pradesh,2019,2485.0,2490.0,6.218563099021546,39.0,39.0,0.09759515527639448,550.0,550.0,1.3763419333850504,5585.0,5607.0,14.0,1398.0,1398.0,3.49841095067691,923.0,923.0,2.3097520082080027,85.0,85.0,0.21270738970496234,64.0,64.0,0.16015615224844224,1626.0,1634.0,4.068967243061985,36.0,144.0,0.0,5486.0,5487.0,13.728385175546157,174.0,175.0,0.4354245389254523
Maharashtra,2019,2299.0,2305.0,3.9066084385461095,4.0,4.0,0.006797056874373396,196.0,196.0,0.33305578684429643,10472.0,10512.0,17.8,3091.0,3098.0,5.252425699672042,2161.0,2169.0,3.672109976380227,199.0,200.0,0.33815357950007646,493.0,493.0,0.8377372597665211,905.0,906.0,1.537834117826981,226.0,708.0,0.2,8430.0,8561.0,14.324797362741933,1074.0,1084.0,1.825009770769257
Manipur,2019,36.0,36.0,2.3255813953488373,1.0,1.0,0.06459948320413436,0.0,0.0,0.0,59.0,60.0,3.8,10.0,10.0,0.6459948320413437,3.0,3.0,0.19379844961240308,1.0,1.0,0.06459948320413436,6.0,6.0,0.38759689922480617,43.0,44.0,2.7777777777777777,9.0,189.0,0.3,15.0,15.0,0.9689922480620154,7.0,7.0,0.45219638242894056
Meghalaya,2019,102.0,102.0,6.33147113594041,16.0,16.0,0.9931719428926133,3.0,3.0,0.186219739292365,96.0,99.0,6.0,38.0,38.0,2.3587833643699567,6.0,6.0,0.37243947858473,0.0,0.0,0.0,1.0,1.0,0.062073246430788334,9.0,80.0,0.5586592178770949,2.0,2.0,0.1,23.0,23.0,1.4276846679081316,18.0,18.0,1.1173184357541899
Mizoram,2019,42.0,43.0,7.094594594594595,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,5.9,13.0,13.0,2.195945945945946,2.0,2.0,0.33783783783783783,0.0,0.0,0.0,1.0,1.0,0.16891891891891891,1.0,1.0,0.16891891891891891,7.0,52.0,0.6,5.0,6.0,0.8445945945945946,0.0,0.0,0.0
Nagaland,2019,8.0,8.0,0.7677543186180422,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,0.09596928982725528
Odisha,2019,1382.0,1383.0,6.172122727881738,151.0,151.0,0.6743780983430843,342.0,342.0,1.5273994015452637,11308.0,11318.0,50.5,1298.0,1298.0,5.796971997677638,350.0,350.0,1.5631280425170828,70.0,70.0,0.31262560850341653,2816.0,2818.0,12.5764816220803,85.0,85.0,0.37961681032557726,124.0,138.0,0.3,2739.0,2863.0,12.232593452726542,536.0,537.0,2.3938189451118754
Punjab,2019,1002.0,1008.0,7.059320839791461,109.0,110.0,0.76793011131464,69.0,70.0,0.4861208961533042,944.0,945.0,6.7,222.0,222.0,1.5640411441454136,108.0,108.0,0.7608848809356066,15.0,15.0,0.10567845568550092,89.0,89.0,0.6270255037339721,1431.0,1437.0,10.081724672396788,8.0,8.0,0.0,1595.0,1614.0,11.237142454558263,35.0,36.0,0.2465830632661688
Rajasthan,2019,5997.0,6051.0,15.934211924752896,1019.0,1030.0,2.7075140822616643,452.0,453.0,1.2009777872249974,8802.0,8807.0,23.4,915.0,917.0,2.4311829099798064,378.0,379.0,1.0043575300244447,48.0,48.0,0.1275374641300882,484.0,484.0,1.2860027633117228,1601.0,1601.0,4.253905834838984,23.0,55.0,0.0,18432.0,18453.0,48.97438622595387,69.0,69.0,0.1833351046870018
Sikkim,2019,11.0,11.0,3.503184713375796,3.0,3.0,0.9554140127388535,0.0,0.0,0.0,21.0,24.0,6.7,1.0,1.0,0.3184713375796178,3.0,3.0,0.9554140127388535,2.0,2.0,0.6369426751592356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3184713375796178,2.0,2.0,0.6369426751592356
Tamil Nadu,2019,362.0,362.0,0.9545658307623341,8.0,8.0,0.0210953774754107,28.0,28.0,0.07383382116393745,803.0,805.0,2.1,87.0,87.0,0.22941223004509137,24.0,24.0,0.0632861324262321,16.0,16.0,0.0421907549508214,20.0,20.0,0.05273844368852675,494.0,495.0,1.3026395591066107,14.0,35.0,0.0,781.0,781.0,2.0594362260369694,7.0,7.0,0.018458455290984364
Telangana,2019,873.0,873.0,4.712296232322142,42.0,42.0,0.22670840980243984,163.0,163.0,0.8798445428047069,4190.0,4208.0,22.6,677.0,677.0,3.6543236532440897,1204.0,1205.0,6.498974414336608,125.0,125.0,0.674727410126309,143.0,144.0,0.7718881571844975,393.0,398.0,2.1213429774371155,94.0,135.0,0.3,8541.0,8541.0,46.102774479110444,695.0,697.0,3.751484400302278
Tripura,2019,88.0,88.0,4.478371501272265,9.0,9.0,0.45801526717557256,38.0,38.0,1.9338422391857508,153.0,154.0,7.8,25.0,26.0,1.272264631043257,6.0,6.0,0.3053435114503817,5.0,5.0,0.2544529262086514,38.0,38.0,1.9338422391857508,72.0,72.0,3.6641221374045805,2.0,2.0,0.0,451.0,452.0,22.951653944020357,5.0,5.0,0.2544529262086514
Uttar Pradesh,2019,3065.0,3131.0,2.8344199380404125,358.0,358.0,0.331067646922828,2410.0,2424.0,2.2286956119665233,11988.0,12157.0,11.1,4651.0,4680.0,4.301105100106349,496.0,496.0,0.4586859018819069,89.0,89.0,0.0823045267489712,2127.0,2149.0,1.9669857123040646,10256.0,10345.0,9.48444074536459,16.0,16.0,0.0,18304.0,18617.0,16.92698941138392,42.0,42.0,0.03884033846580663
Uttarakhand,2019,526.0,526.0,9.635464370763875,21.0,21.0,0.38468583989741706,57.0,57.0,1.0441472797215607,475.0,478.0,8.7,39.0,42.0,0.7144165598094889,52.0,52.0,0.9525554130793185,1.0,1.0,0.018318373328448434,25.0,25.0,0.4579593332112108,124.0,131.0,2.271478292727606,19.0,37.0,0.2,644.0,644.0,11.79703242352079,10.0,10.0,0.1831837332844843
West Bengal,2019,1069.0,1069.0,2.2508106287109952,944.0,958.0,1.9876194887775298,444.0,444.0,0.9348549290436686,3399.0,3416.0,7.2,419.0,421.0,0.8822167010569756,311.0,311.0,0.6548195561544616,86.0,86.0,0.1810755042742241,746.0,751.0,1.5707247231229209,617.0,617.0,1.2991114667115846,49.0,67.0,0.1,16951.0,17150.0,35.69082410409736,391.0,394.0,0.8232618857118794
A&N Islands,2019,13.0,13.0,6.95187165775401,0.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,13.4,6.0,8.0,3.2085561497326203,4.0,4.0,2.13903743315508,1.0,1.0,0.53475935828877,2.0,3.0,1.06951871657754,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.53475935828877,3.0,3.0,1.6042780748663101
Chandigarh,2019,112.0,112.0,20.702402957486136,2.0,2.0,0.36968576709796674,6.0,6.0,1.1090573012939002,66.0,66.0,12.2,12.0,12.0,2.2181146025878005,23.0,23.0,4.251386321626617,1.0,1.0,0.18484288354898337,3.0,3.0,0.5545286506469501,32.0,32.0,5.914972273567468,1.0,1.0,0.1,177.0,177.0,32.71719038817005,15.0,15.0,2.7726432532347505
D&N Haveli and Daman & Diu,2019,4.0,4.0,0.0,0.0,0.0,0.0,5.0,5.0,1.3215859030837005,8.0,8.0,1.3,1.0,1.0,0.0,4.0,4.0,0.44052863436123346,0.0,0.0,0.0,1.0,1.0,0.44052863436123346,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,1.3215859030837005,3.0,3.0,0.0
Delhi,2019,1253.0,1253.0,13.465878559914024,10.0,10.0,0.10746910263299302,116.0,117.0,1.246641590542719,2355.0,2356.0,25.3,439.0,439.0,4.717893605588394,389.0,389.0,4.180548092423428,33.0,33.0,0.35464803868887695,381.0,382.0,4.094572810317034,7.0,9.0,0.07522837184309511,60.0,436.0,0.3,3792.0,3792.0,40.75228371843095,456.0,462.0,4.900591080064482
Lakshadweep,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,15.2,1.0,1.0,3.0303030303030303,0.0,0.0,0.0,1.0,1.0,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,24.242424242424242
Puducherry,2019,10.0,10.0,1.272264631043257,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0178117048346056,0.0,0.0,0.0
ALL INDIA,2019,32033.0,32260.0,4.9241009323095595,3944.0,4038.0,0.6062702237389225,7115.0,7162.0,1.0937151728961545,88367.0,89371.0,13.6,18334.0,18433.0,2.818295710453703,8890.0,8916.0,1.3665675175048226,1319.0,1322.0,0.2027561929796244,11238.0,11403.0,1.727501210542092,32260.0,32630.0,4.958995288493316,1334.0,3207.0,0.1,125298.0,126575.0,19.260762295648963,6939.0,7169.0,1.066660517881436
Andhra Pradesh,2021,1188.0,1204.0,4.5,162.0,162.0,0.6,108.0,109.0,0.4,5108.0,5160.0,19.3,1142.0,1142.0,4.3,1185.0,1186.0,4.5,159.0,159.0,0.6,292.0,293.0,1.1,149.0,150.0,0.6,38.0,99.0,0.1,7092.0,7651.0,26.8,9.0,1,Andhra Pradesh
Arunachal Pradesh,2021,83.0,83.0,11.1,9.0,9.0,1.2,0.0,0.0,0.0,74.0,75.0,9.9,11.0,11.0,1.5,3.0,3.0,0.4,3.0,3.0,0.4,0.0,0.0,0.0,4.0,4.0,0.5,1.0,1.0,0.1,112.0,112.0,15.0,1.3,2,Arunachal Pradesh
Assam,2021,1733.0,1835.0,10.0,561.0,563.0,3.3,198.0,198.0,1.1,4499.0,4511.0,26.1,688.0,689.0,4.0,219.0,219.0,1.3,130.0,130.0,0.8,1387.0,1389.0,8.0,3294.0,3362.0,19.1,149.0,379.0,0.4,12950.0,12964.0,75.0,1.1,3,Assam
Bihar,2021,786.0,786.0,1.3,63.0,63.0,0.1,1000.0,1000.0,1.7,387.0,391.0,0.7,127.0,127.0,0.2,7.0,8.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,6589.0,6608.0,11.1,60.0,218.0,0.0,2069.0,2069.0,3.5,0.0,4,Bihar
Chhattisgarh,2021,1093.0,1093.0,7.4,7.0,7.0,0.0,65.0,65.0,0.4,1248.0,1267.0,8.5,130.0,130.0,0.9,67.0,67.0,0.5,10.0,11.0,0.1,21.0,21.0,0.1,70.0,70.0,0.5,25.0,34.0,0.1,963.0,963.0,6.5,1.6,5,Chhattisgarh
Goa,2021,72.0,74.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,74.0,81.0,9.6,22.0,22.0,2.8,20.0,22.0,2.6,2.0,2.0,0.3,5.0,7.0,0.6,0.0,0.0,0.0,11.0,27.0,0.7,1.0,1.0,0.1,2.6,6,Goa
Gujarat,2021,589.0,589.0,1.8,1.0,1.0,0.0,11.0,11.0,0.0,660.0,661.0,2.0,257.0,258.0,0.8,107.0,107.0,0.3,31.0,31.0,0.1,56.0,56.0,0.2,666.0,666.0,2.0,11.0,14.0,0.0,2271.0,2309.0,6.8,0.0,7,Gujarat
Haryana,2021,1716.0,1716.0,12.3,235.0,235.0,1.7,275.0,275.0,2.0,2882.0,2883.0,20.7,1070.0,1070.0,7.7,558.0,559.0,4.0,46.0,46.0,0.3,425.0,425.0,3.1,1084.0,1086.0,7.8,17.0,25.0,0.1,5755.0,5755.0,41.3,2.1,8,Haryana
Himachal Pradesh,2021,358.0,360.0,9.8,3.0,3.0,0.1,2.0,2.0,0.1,487.0,492.0,13.3,176.0,178.0,4.8,90.0,91.0,2.5,7.0,7.0,0.2,22.0,22.0,0.6,208.0,214.0,5.7,0.0,0.0,0.0,221.0,221.0,6.1,2.6,9,Himachal Pradesh
Jharkhand,2021,1425.0,1425.0,7.6,164.0,164.0,0.9,281.0,281.0,1.5,1335.0,1339.0,7.1,148.0,152.0,0.8,53.0,53.0,0.3,28.0,28.0,0.1,337.0,337.0,1.8,658.0,658.0,3.5,100.0,188.0,0.3,931.0,931.0,4.9,0.0,10,Jharkhand
Karnataka,2021,555.0,559.0,1.7,4.0,4.0,0.0,158.0,163.0,0.5,5105.0,5985.0,15.5,432.0,444.0,1.3,178.0,189.0,0.5,20.0,20.0,0.1,1096.0,1225.0,3.3,75.0,76.0,0.2,13.0,52.0,0.0,2336.0,2408.0,7.1,0.2,11,Karnataka
Kerala,2021,771.0,786.0,4.2,61.0,61.0,0.3,9.0,9.0,0.0,4059.0,4134.0,22.0,1088.0,1108.0,5.9,393.0,394.0,2.1,92.0,93.0,0.5,93.0,95.0,0.5,33.0,33.0,0.2,68.0,80.0,0.2,4997.0,5079.0,27.1,2.7,12,Kerala
Madhya Pradesh,2021,2947.0,2947.0,7.2,28.0,28.0,0.1,522.0,523.0,1.3,5760.0,5764.0,14.0,1557.0,1557.0,3.8,1072.0,1072.0,2.6,122.0,122.0,0.3,75.0,75.0,0.2,1340.0,1341.0,3.3,65.0,109.0,0.1,7929.0,7932.0,19.3,0.6,13,Madhya Pradesh
Maharashtra,2021,2496.0,2506.0,4.2,1.0,1.0,0.0,172.0,172.0,0.3,10568.0,10578.0,17.6,3144.0,3146.0,5.2,2131.0,2132.0,3.6,210.0,210.0,0.4,505.0,505.0,0.8,405.0,418.0,0.7,260.0,531.0,0.2,10095.0,10101.0,16.9,1.7,14,Maharashtra
Manipur,2021,26.0,26.0,1.6,0.0,0.0,0.0,2.0,2.0,0.1,92.0,94.0,5.8,1.0,1.0,0.1,22.0,22.0,1.4,1.0,1.0,0.1,1.0,1.0,0.1,21.0,21.0,1.3,1.0,2.0,0.0,18.0,19.0,1.1,1.0,15,Manipur
Meghalaya,2021,75.0,75.0,4.6,26.0,26.0,1.6,0.0,0.0,0.0,92.0,92.0,5.6,25.0,25.0,1.5,5.0,5.0,0.3,8.0,8.0,0.5,2.0,2.0,0.1,9.0,12.0,0.5,1.0,3.0,0.0,21.0,21.0,1.3,1.5,16,Meghalaya
Mizoram,2021,26.0,26.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,5.1,14.0,14.0,2.3,5.0,5.0,0.8,0.0,0.0,0.0,2.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1.8,0.0,17,Mizoram
Nagaland,2021,4.0,4.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2,0.1,18,Nagaland
Odisha,2021,1456.0,1456.0,6.4,151.0,151.0,0.7,293.0,293.0,1.3,14853.0,14891.0,65.3,1520.0,1527.0,6.7,397.0,397.0,1.7,148.0,148.0,0.7,3357.0,3358.0,14.8,215.0,215.0,0.9,129.0,185.0,0.3,4889.0,5488.0,21.5,3.7,19,Odisha
Punjab,2021,464.0,508.0,3.2,60.0,60.0,0.4,69.0,69.0,0.5,678.0,688.0,4.7,194.0,197.0,1.3,88.0,89.0,0.6,14.0,14.0,0.1,85.0,85.0,0.6,1571.0,1576.0,10.9,5.0,5.0,0.0,1714.0,1715.0,11.9,0.3,20,Punjab
Rajasthan,2021,6337.0,6342.0,16.4,987.0,988.0,2.6,452.0,454.0,1.2,9079.0,9084.0,23.5,630.0,635.0,1.6,476.0,476.0,1.2,52.0,52.0,0.1,612.0,612.0,1.6,975.0,975.0,2.5,7.0,7.0,0.0,16949.0,16973.0,43.8,0.2,21,Rajasthan
Sikkim,2021,8.0,8.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,5.3,3.0,3.0,0.9,1.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,0.0,0.0,3.0,3.0,0.9,0.0,22,Sikkim
Tamil Nadu,2021,422.0,422.0,1.1,20.0,20.0,0.1,27.0,27.0,0.1,1077.0,1077.0,2.8,152.0,152.0,0.4,41.0,41.0,0.1,41.0,41.0,0.1,33.0,33.0,0.1,506.0,517.0,1.3,5.0,19.0,0.0,875.0,875.0,2.3,0.1,23,Tamil Nadu
Telangana,2021,823.0,823.0,4.4,36.0,36.0,0.2,175.0,175.0,0.9,4365.0,4388.0,23.3,656.0,659.0,3.5,1265.0,1266.0,6.7,114.0,114.0,0.6,118.0,120.0,0.6,330.0,330.0,1.8,123.0,221.0,0.3,9468.0,9468.0,50.4,4.1,24,Telangana
Tripura,2021,61.0,61.0,3.0,14.0,14.0,0.7,22.0,22.0,1.1,94.0,94.0,4.7,13.0,13.0,0.6,2.0,2.0,0.1,0.0,0.0,0.0,23.0,23.0,1.1,44.0,44.0,2.2,1.0,1.0,0.0,355.0,355.0,17.7,0.0,25,Tripura
Uttar Pradesh,2021,2845.0,2845.0,2.6,277.0,278.0,0.2,2222.0,2235.0,2.0,9393.0,9703.0,8.5,3557.0,3699.0,3.2,318.0,318.0,0.3,104.0,104.0,0.1,1612.0,1637.0,1.5,8599.0,8677.0,7.7,13.0,45.0,0.0,18375.0,18383.0,16.6,0.0,26,Uttar Pradesh
Uttarakhand,2021,534.0,534.0,9.6,33.0,33.0,0.6,72.0,72.0,1.3,655.0,655.0,11.7,45.0,45.0,0.8,33.0,33.0,0.6,6.0,6.0,0.1,20.0,20.0,0.4,200.0,200.0,3.6,14.0,19.0,0.1,519.0,719.0,9.3,0.2,27,Uttarakhand
West Bengal,2021,1123.0,1123.0,2.3,875.0,882.0,1.8,454.0,471.0,0.9,2485.0,2485.0,5.2,304.0,304.0,0.6,235.0,235.0,0.5,118.0,118.0,0.2,486.0,486.0,1.0,506.0,508.0,1.1,29.0,43.0,0.0,19952.0,20052.0,41.5,0.9,28,West Bengal
A&N Islands,2021,15.0,15.0,7.9,2.0,2.0,1.1,1.0,1.0,0.5,32.0,32.0,16.9,11.0,11.0,5.8,4.0,4.0,2.1,2.0,2.0,1.1,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.1,2.1,29,A&N Islands
Chandigarh,2021,74.0,74.0,13.3,0.0,0.0,0.0,4.0,4.0,0.7,37.0,37.0,6.7,7.0,7.0,1.3,11.0,11.0,2.0,1.0,1.0,0.2,2.0,2.0,0.4,12.0,12.0,2.2,1.0,1.0,0.1,95.0,95.0,17.1,1.1,30,Chandigarh
D&N Haveli and Daman & Diu,2021,3.0,3.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.8,1.0,1.0,0.3,2.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.5,0.0,31,D&N Haveli and Daman & Diu
Delhi,2021,1250.0,1251.0,12.9,6.0,6.0,0.1,141.0,144.0,1.5,2068.0,2080.0,21.4,399.0,401.0,4.1,271.0,272.0,2.8,26.0,26.0,0.3,323.0,326.0,3.3,1.0,1.0,0.0,69.0,448.0,0.3,4731.0,4746.0,48.9,4.3,32,Delhi
Jammu & Kashmir,2021,315.0,315.0,4.9,14.0,14.0,0.2,16.0,16.0,0.3,1851.0,1851.0,28.9,14.0,14.0,0.2,26.0,26.0,0.4,2.0,2.0,0.0,86.0,86.0,1.3,447.0,447.0,7.0,3.0,3.0,0.0,501.0,501.0,7.8,0.2,33,Jammu & Kashmir
Ladakh,2021,2.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,6.9,0.8,34,Ladakh
Lakshadweep,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,9.1,3.0,35,Lakshadweep
Puducherry,2021,2.0,2.0,0.2,0.0,0.0,0.0,2.0,2.0,0.2,31.0,31.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.5,0.4,36,Puducherry
